_rid,predicted_score,description,country,price,variety,winery,title
1d358da32fcaf92a,92,"Light in color and crisp in style, this wine nicely combines all the lovable features of the variety, from barnyard-like earth at its core, to streaks of cinnamon, cranberry and red cherry. It finishes with length and breadth, never getting bogged down in too much oak or tannin.",US,45,Pinot Noir,Buena Vista,Buena Vista 2013 Ida's Selection Pinot Noir (Sonoma Coast)
09de5e3ed8be85ca,92,"Entirely varietal from one appellation and aged in 100% new French oak tanks for more than two years, this is a substantially robust and tannic wine, puckering somewhat on the palate. Red berry, coconut and a strong herbal component combine for a leathery grip and need for cellaring. Enjoy best from 2022 through 2030.",US,95,Cabernet Sauvignon,Mira,Mira 2012 Cabernet Sauvignon (Stags Leap District)
fc28404f1d62c782,89,"Zesty white grapefruit and blossoms perfume this full-bodied Sauvignon Blanc. It's expansive and bold in mouthfeel, but swathes of freshly cut grass and crisp green plum lend freshness.",US,18,Sauvignon Blanc,Hazlitt 1852 Vineyards,Hazlitt 1852 Vineyards 2013 Sauvignon Blanc (Finger Lakes)
eb34fae1e7e0971f,97,"The highly sought-after, perennially beautiful and brawny Hillside Select is 100% estate grown and 100% varietal. It wows after three years in barrel, painting a lush picture of tobacco, tea and firm, integrated tannin dusted in smoky clove scents. Intensely peppery, its youthful blackberry and cherry flavors shine through but will benefit from even more time in bottle, through 2032.",US,265,Cabernet Sauvignon,Shafer,Shafer 2012 Hillside Select Cabernet Sauvignon (Stags Leap District)
a6b673b3824cb994,92,"From the highly sought-after vineyard high atop the Mayacama Mountain Range, this burly red traffics in smoky leather and big, ripe, juicy black fruit, providing touches of spice and smoke along the way.",US,45,Zinfandel,Romililly,Romililly 2013 Monte Rosso Vineyard Zinfandel (Moon Mountain District Sonoma County)
cceb9d9a2724586b,94,"One of the markers for grapes from the heart of the Dundee Hills is a deep black-cherry fruit core, and it's here in spades. In this penetrating, powerful wine, that dense fruit comes close to cassis, along with coffee and cola streaks. Drink now through 2026.",US,85,Pinot Noir,Archery Summit,Archery Summit 2013 Red Hills Estate Pinot Noir (Dundee Hills)
86521fbb37d61411,84,"It's a Cabernet-Merlot blend from this highland appellation, inland from Anderson Valley in Mendocino County. The big drawback is excessive acidity. It's harsh and cutting, and interferes with what seem like pleasant blackberry, cherry and currant flavors.",US,25,Red Blend,Bink,Bink 2007 Melange Red (Yorkville Highlands)
ea208c66c3eb6fe6,85,"Light flavors call up notes of toasted cracker and raspberry candy that are pleasant enough, but insubstantial. The addition of 3% Syrah to the blend may have helped to bump up the color, but this remains a rather thin and simple, quaffable wine.",US,30,Pinot Noir,Portlandia,Portlandia 2013 Pinot Noir (Oregon)
b685847a8a7e9c46,91,"Lighter in color than its colleagues, this Mourv猫dre offers light clove, red cherry, fruit punch, rooibos tea and turned loam aromas. There is a strong acidic sizzle to the palate, where red fruit mixes with black pepper and coffee flavors that are very powerful.",US,42,Mourv猫dre,Rideau,Rideau 2013 Mourv猫dre (Santa Ynez Valley)
5f76c5af2cdd521b,92,"This is a beautifully lush, plush and structured mountain wine, layered in tensely focused raspberry, clove and vanilla. Surprisingly velvety, with soft, integrated tannins, it bursts in black pepper that lasts on the palate, inviting steak au poivre to join in. Drink now through 2020.",US,75,Cabernet Sauvignon,Howell Mountain Vineyards,Howell Mountain Vineyards 2012 Cabernet Sauvignon (Howell Mountain)
28c2f58ce0c73eb3,88,"Lots of rich, ripe blackberry, mocha, spice and oak flavors in this dry, robust blend. Based on Cabernet Sauvignon, with Petite Sirah, Zinfandel and other varieties, it's a lusty young wine to drink now.",US,26,Red Blend,Tudal,Tudal 2010 Baci's Bin 32 Founder's Blend Red (Napa Valley)
132413701b05143e,92,"A blend of 52% Merlot, 30% Cabernet Sauvignon, 12% Cabernet Franc and 6% Petit Verdot, this wine is aromatically brooding with notes of coffee, mineral, flowers and cherry. The palate boasts abundant coffee and cherry flavors backed by firm tannins that need time in the cellar to stretch their legs. Best after 2021, with a long life ahead of it.",US,48,Bordeaux-style Red Blend,脿Maurice,脿Maurice 2010 Night Owl Red (Walla Walla Valley (WA))
dd030a54f7322edd,88,"Classic varietal scents of talcum powder and rosewater lead into a tangy, tart, low alcohol but bone-dry wine. The fruit is substantial, offering solid flavors of grapefruit and lemon peel.",US,18,Gew眉rztraminer,Walnut City WineWorks,Walnut City WineWorks 2013 Gew眉rztraminer (Willamette Valley)
7cbfa04a2e6cad59,84,"Nutty and pomaceous on the nose, this blend of Riesling, Grenache Blanc and Gew眉rztraminer has a slightly sweet, slinky palate that makes it easy to imbibe.",US,11,White Blend,Arizona Angel,Arizona Angel NV Artige White (Arizona)
7b91b826a140930f,92,"Complex and fascinating aromas suggesting cranberry, cedar and mushroom get your attention right away. Next a tight, firmly tannic texture takes over and seems to hold on to the fruit flavors. The wine is light to medium in body, and seems likely to let its flavors out after 2019.",US,85,Pinot Noir,Hirsch,Hirsch 2012 East Ridge Pinot Noir (Sonoma Coast)
5916b4dab37bc22c,87,"This is a diluted, straightforward wine dotted in pleasing layers of pear and papaya. It finishes clean and quick.",US,28,Chardonnay,Manzanita Creek,Manzanita Creek 2014 Fantozzi Vineyard Chardonnay (Los Carneros)
8479d72981c5c792,89,"Fresh red apples waft from nose to palate on this semidry Riesling. It's vivaciously tart but concentrated in fresh lemon, lime and tangerine flavors. The finish is moderately long but delightfully honeyed.",US,15,Riesling,Standing Stone,Standing Stone 2015 Riesling (Finger Lakes)
8825b32c2df11b79,92,"Substantial and muscular, still quite tight and unyielding, this grudgingly displays purple fruits in a mix of roasted coffee beans, clove and black olive. If past releases are any indication, this will continue to evolve and expand as it gets a bit more bottle time.",US,32,Syrah,Dusted Valley,Dusted Valley 2009 Stained Tooth Syrah (Columbia Valley (WA))
daacd8d4a3fc457a,85,"Sweet and sugary in raspberry, toast and vanilla flavors, this Zinfandel-based blend could substitute as a dessert wine.",US,24,Red Blend,Galvan,Galvan 2009 Viejo Red (Solano County)
b04a3a680bb16d70,92,"This is an exuberantly fruity, spicy and robust wine, speckled with 2% Petite Sirah. Dark and full of red berry flavor, the palate is dusted in brown sugar and black pepper. Ripe and concentrated, it drinks smooth and elegant despite its serious power.",US,36,Zinfandel,Grgich Hills,Grgich Hills 2012 Estate Grown Zinfandel (Napa Valley)
69fa978b8bca3b83,92,"This vintage marks a big step forward for this Oregon Sauvignon Blanc. As fresh and racy as a bright young Quincy from the Loire, this sappy Sauvignon has the snap of natural acidity and a tongue-tingling mix of melon, lime and grapefruit on the palate. It's drinking beautifully right now while at its most fresh.",US,20,Sauvignon Blanc,Kandarian,Kandarian 2012 Blue Eye Sauvignon Blanc (Willamette Valley)
bd5bb6acb19e67ca,89,"Subtle hints of vanilla, lavender and spice lend depth to pristine peach and pear flavors in this judiciously balanced Chardonnay. It's fleshy and plump in mouthfeel but zesty lime notes keep the finish vibrant. Drink now through 2020.",US,16,Chardonnay,Glenora,Glenora 2014 Barrel Fermented Chardonnay (Finger Lakes)
217e5229ce98b3f6,85,"Sweet, soft and simple, with melted cherry jam and chocolate flavors. A blend of Tempranillo, Petit Verdot and Malbec.",US,30,Red Blend,Chronic Cellars,Chronic Cellars 2006 El Perfecto Red (Paso Robles)
ece9f11a189a7344,87,This intriguing wine conveys aromas of coffee bean and barrel spices. The palate is restrained with a low-alcohol feel and coffee flavors. The concentration isn't all there but it still piques the interest.,US,42,Syrah,Reustle,Reustle 2012 Prayer Rock Vineyards Gloria's Syrah (Umpqua Valley)
071b1e94dfbb519d,85,"Pretty dark, almost plum-like in color, this is a blend of 76% Grenache and 25% Syrah from an estate-grown vineyard in the Foothills. Lots of watermelon in aroma and flavor, the wine finishes slightly sweet, reminiscent of a Shirley Temple.",US,20,Ros茅,Naggiar,Naggiar 2010 Estate Ros茅 (Sierra Foothills)
c7673cba107ed73c,87,"Hints of smoke and toast lace the lush tropical fruit aromas on this dry wine. Highlighted by fresh apple and pear flavors with a pretty floral undertone, it finishes with a touch of tart yogurt cream on the palate.",US,13,Chardonnay,Prejean,Prejean 2008 Reserve Chardonnay (Finger Lakes)
3c62b12704eb3cf9,88,"Lifted floral and blackberry notes perfume this delicately textured Cabernet Franc. It's lighter and leaner in style than many 2014 Finger Lakes reds but still concentrated in flavor. Bright acidity, fine tannins and a swathe of rustic herbs and bramble extend on the finish.",US,18,Cabernet Franc,Glenora,Glenora 2014 Cabernet Franc (Finger Lakes)
fc545d8157a7dc13,87,"This is impressively dark, with dense but grapy fruit flavors right out front. The mouthfeel is sharp and spicy, and it thins out surprisingly in the middle, given the color and rather high alcohol. Sappy acids and raspy tannins carry it through the finish.",US,24,Merlot,Iris Vineyards,Iris Vineyards 2014 Aroha Vineyard Merlot (Umpqua Valley)
61ef8c4029bd8fb0,87,"Cocoa, plum and vanilla aromas are followed by creamy-feeling blue-fruit flavors that display a mixture of fruit and barrel. The barrel influence is heavy, but it's delicious all the same.",US,12,Cabernet Sauvignon,Columbia Crest,Columbia Crest 2013 Grand Estates Cabernet Sauvignon (Columbia Valley (WA))
a4df1bb22bab285d,92,"This is a pretty wine, vibrant in white pepper and braised meat. The nose is pure violet and blueberry, while the approach to the fruit is light-handed, with integrated tannins and a low oak imprint. Entirely varietal, it delves into earthy territory with elements of forest floor and dark chocolate.",US,28,Petite Sirah,Gustafson Family,Gustafson Family 2011 East Ridge Vineyard Estate Petite Sirah (Dry Creek Valley)
ba2a8354611b82b7,91,"A little scoury, but delicious, with ripe strawberry, raspberry and orange-preserve flavors. Mostly Pinot Noir, with some Chardonnay, it shows fine acidity and a Champagne-like yeastiness. Drink now.",US,40,Sparkling Blend,Schramsberg,Schramsberg 2009 Blanc de Noirs Sparkling (Napa-Mendocino-Sonoma-Marin)
eaf82f99092d9a19,91,"Sauvignon Blanc makes up three-quarters of this blend with the balance S茅millon. The aromas offer notes of herb, toast, nut oil and star fruit. The elegantly styled flavors of kiwi and spice are creamy in feel with a lingering finish.",US,38,Bordeaux-style White Blend,DeLille,DeLille 2014 Chaleur Estate White (Columbia Valley (WA))
d83655cdb4b54d76,87,"This pure Mourv猫dre begins well, offering a full palate of varietal flavors that are built upon a mix of citrus and ripe tree fruits, along with accents of leaf and forest. It turns soft and seems a bit overripe, running into a rather short finish.",US,35,Mourv猫dre,Robert Ramsay,Robert Ramsay 2010 McKinley Springs Vineyard Mourv猫dre (Horse Heaven Hills)
6db3eda112db5a15,94,"Astonishingly deep in flavor, offering an explosion of the ripest cherries and raspberries imaginable. Additional notes of toasty oak, brown sugar and cinnamon spice make this Pinot irresistible, while the acidity brings all the richness to life. Drink now鈥?016.",US,45,Pinot Noir,Bonaccorsi,Bonaccorsi 2010 Sebastiano Vineyard Pinot Noir (Sta. Rita Hills)
af684abc80fc7893,89,"Pink grapefruit, Meyer lemon and watermelon candy notes show on the nose of this ros茅. There's a burst of vibrant energy to each sip, with lemon, raspberry and cherry syrup flavors. It's lively and fun.",US,20,Ros茅,Villa San Juliette,Villa San Juliette 2015 Reserve Ros茅 (Paso Robles)
9c6564c259c31c53,91,"This brilliant Sauvignon Blanc should be scooped up by sommeliers. It's exceptionally dry and tart in citrusy acids, with a mineral scour that's perfect for shellfish or savory appetizers. The flavors are of lemons, limes, gooseberries and white pepper. Beautiful and compelling.",US,17,Sauvignon Blanc,Broman,Broman 2008 Sauvignon Blanc (Napa Valley)
0a2743f949fdc71e,89,"Cabernet Sauvignon, Merlot and Syrah make up the majority of this blend. Aromas of dark plum, dried herb, black fruit and bittersweet chocolate are followed by full-bodied black-fruit flavors. It delivers a lot of enjoyment.",US,20,Red Blend,Nine Hats,Nine Hats 2014 Red (Columbia Valley (WA))
7017c37bfe72b14c,91,"Light in body, silky and acidic, made in a more elegant and sophisticated style than some of those bigger, extracted Pinots. Almost like a white wine, but with intense raspberry and cherry fruit, cola, rosehip tea, spice and oak flavors. Decant for a few hours, or drink over the next three years.",US,38,Pinot Meunier,La Rochelle,La Rochelle 2009 Four Sisters Vineyard Pinot Meunier (Sonoma Coast)
76af11b0b3f63098,89,"Inkblot is Lodi winery Michael David's first Cabernet Franc, a relatively small production wine with MD's signature smoky, toasty coconut aromas, thick and raspberry jammy. Aged 15 months in French oak, it would be a hit with big wine lovers but doesn't exhibit Cab Franc's herbaceousness, which some people will be happy about, others will not. Includes small amounts of Cab Sauvignon and Petite Sirah.",US,35,Cabernet Franc,Michael David,Michael David 2009 Inkblot Cabernet Franc (Lodi)
bf4c7c047d9fc1d9,87,"A sinewy wine that begins with ginger, lemon curd and white peach that give way to a slightly watery palate with a silky texture and good acidity to balance the substantial residual sugar. The short-to-medium finish ends on a candied ginger note. Drink now.",US,15,Riesling,Bellangelo,Bellangelo 2008 Semi-Dry Riesling (Finger Lakes)
443e1f29d8ddae3b,92,"A beautiful Cabernet, this has all the hallmarks of a fine wine. It's dry, rich in tannins and elegant, with long, deep flavors of blackberries, currants and dark chocolate. It's already throwing some sediment, so give it a careful decant.",US,40,Cabernet Sauvignon,Korbin Kameron,Korbin Kameron 2007 Estate Grown Cabernet Sauvignon (Sonoma Valley)
ce7d5e5170cb808b,92,"Lots of zesty acidity and minerals in this Chardonnay, but also lots of richness. Brims with ripe pineapples, peaches, papayas and green apples, with extra levels of buttered toast and honey. A crowd-pleasing wine to drink now.",US,36,Chardonnay,Keller,Keller 2008 La Cruz Vineyard Chardonnay (Sonoma Coast)
2d1c9985c241204b,87,"A good (not great) year for this cuv茅e, brings supple strawberry and cherry flavors, streaked with a strong taste of chicken stock. The wine is drinking okay, but re-tasting on the second day did not show the sort of development that promises a good long cellar life.",US,150,Pinot Noir,Archery Summit,Archery Summit 2014 Archery Summit Estate Pinot Noir (Dundee Hills)
5f1911b566969e9a,89,"Blended from Grenache and Syrah, this wine is rich in blackberries and cherries, with a smoky, oaky note. Although it's dry, it has a glyceriney sweetness from high alcohol.",US,59,Rh么ne-style Red Blend,Peloton,Peloton 2011 Jespersen Ranch Le Pav茅 Red (Edna Valley)
6a682aba85076856,91,"Fermented in 1200-liter French oak casks, this seems a bit stark, with tangy raspberry fruit and a suggestion of wet stone minerality. It's tightly wound, crisply defined, immaculately fresh and good to go now through 2020.",US,36,Tempranillo,Paul O'Brien,Paul O'Brien 2013 Cask 11 Tempranillo (Umpqua Valley)
1903370501fc195f,91,"An excellent Zin鈥攖his has an invitingly soft floral nose, mountainous black-fruit flavors and structure and plenty of depth. This should age nicely over the next 3鈥? years, but it is delicious to drink now, too.",US,18,Zinfandel,Easton,Easton 2010 Zinfandel (Amador County)
838521e9632181c8,87,"A baked lemon, honeyed aspect of this wine makes it seem overripe in many ways, a lush, full-bodied characteristic that seems slightly overdone. From one of the farming family's Green Valley ranches, it's intense and creamy.",US,44,Chardonnay,Dutton Estate,Dutton Estate 2014 Dutton Palms Vineyard Chardonnay (Russian River Valley)
ba0833649e396694,89,"A Merlot and Malbec dominated Bordeaux-style blend with a splash of 7% Syrah added to the mix, it's lightly aromatic with notes of herbs, plum and blueberry. The fruit flavors are light in style, with quite firm tannins that need some time to unwind.",US,33,Bordeaux-style Red Blend,Browne Family Vineyards,Browne Family Vineyards 2011 Tribute Red (Columbia Valley (WA))
c403616214aada96,91,"If this bottling is any indication, Picpoul may be Paso Robles' best chance at becoming better known for white wines. Tense chalk, baking soda, pomelo pith and lime skin aromas show on the fresh and compelling nose. The palate is tightly wound and nervy, showing clean, grippy kumquat and citrus rind flavors. That tension holds firm even days after opening.",US,28,Picpoul,Four Lanterns,Four Lanterns 2015 Apricity Picpoul (Paso Robles Willow Creek District)
e3aefc50e77748e0,87,"This bottling is a bit slight on the nose but does show olallieberry, coffee, crushed lilac, soy and ganache aromas. There's interesting Asian spice to the palate, with sour plum and chocolate-sauce flavors.",US,32,Petite Sirah,Four Sisters Ranch,Four Sisters Ranch 2013 Petite Sirah (Paso Robles)
056ad05aa8b1e0d1,94,"Pretty notes of black-cherry blossom and fruit are bolstered by black pepper, dried violets, deep red roses and a touch of cinnamon on the nose of this wine from the region's most famous vineyard. It presents a hearty, earthy style on the palate, with anise, bay leaf, black tea and coffee flavors that spice up the dense elderberry and strawberry fruit.",US,75,Pinot Noir,Testarossa,Testarossa 2013 Pisoni Vineyard Pinot Noir (Santa Lucia Highlands)
9d2ee765cff73435,92,"The barrel aging is still the defining element in this wine, adding layers of meaty fat to what appears to be very young fruit. Bright cranberry and cherry notes are set in firm acids. Well-integrated hints of herb and spice, bursts of sweet berry and dry, tea-flavored tannins sail through the finish.",US,42,Pinot Noir,Sineann,Sineann 2006 Lachini Vineyard Pinot Noir (Willamette Valley)
24cbf477e16f5a12,91,High-toned citrus is kept fresh and alive by this wine's core of stony minerality. It's further buoyed by floral undertones and an overall sense of lightness.,US,18,Pinot Gris,Balletto,Balletto 2016 Estate Grown Estate Bottled Pinot Gris (Russian River Valley)
b5d24210f8b107f6,92,"Softened by 20% Merlot, and aged in a healthy majority of new French oak, this is a smoky, smooth and tannic wine with savory characteristics of pencil and cedar that outweigh the fruitier aspects of mountain blackberry.",US,90,Cabernet Sauvignon,Sequoia Grove,Sequoia Grove 2012 Henry Brothers Vineyard Cabernet Sauvignon (Howell Mountain)
f1e8242fa3c87172,89,"This shows a strong Bourbon barrel flavor from the new oak that is still being integrated into the fruit. Tart wild-berry flavors surfacewith air, but the impression is of a high-acid, sharply-defined Merlot; it's structured for aging.",US,35,Merlot,Sinclair Estate Vineyards,Sinclair Estate Vineyards 2009 Merlot (Columbia Valley (WA))
e7a884703bf0f60e,94,"A special, 25th anniversary bottling, this is a knockout. Dark, smoky and tannic, this has a deep, black fruit flavor, threaded with rich streaks of licorice, coffee and chocolate. Further detail comes in the form of peppery herb. This is thick, muscular and integrated.",US,69,Pinot Noir,Chehalem,Chehalem 2009 RR Pinot Noir (Ribbon Ridge)
b83b31d6b37ce015,92,"This is a finely made mix of Chardonnay, Pinot Noir and Pinot Meunier grapes, light golden in color and dripping in marzipan, hazelnuts and baked bread. Complex and layered, it's got a depth of soul around zesty acidity, staying fleshy and full on the tongue.",US,40,Sparkling Blend,Chandon,Chandon NV 脡toile Brut Sparkling (Sonoma County-Napa County)
a1c34a39cd9d7aed,91,"With the massive honeyed sweetness, this dessert wine is easy to enjoy, but it has more going for it than just that. There are also polished apricot, pineapple br没l茅e and vanilla custard flavors.",US,16,Viognier,Cambria,Cambria 2006 Tepusquet Vineyard Late Harvest Viognier (Santa Maria Valley)
04274080f2114f12,91,"This Cab Franc is considerably lighter in body than a Cabernet Sauvignon. Its silky texture frames red cherry, red currant, red licorice, cola and sandalwood flavors that finish very dry. It's a lovely wine of some charm, but give it a decant before serving.",US,28,Cabernet Franc,Ahlgren,Ahlgren 2005 Bates' Ranch Cabernet Franc (Santa Cruz Mountains)
b79b80ad09abe220,89,"Balanced for dinner-time drinking, this lively and concentrated wine has fresh fruit flavors, moderate tannins and good acidity. Raspberry and blackberry notes blend with hints of smoke and black pepper to keep it interesting on the lingering finish.",US,25,Zinfandel,Paul Dolan,Paul Dolan 2012 Zinfandel (Mendocino County)
257f0ba3166a5760,92,"Fragrant and plush aromas of cassis, blueberry and black cherry mix with strong notes of licorice and black olive. Silky, detailed, supple and beautifully proportioned, this is a terrific value.",US,25,Red Blend,Beast,Beast 2009 Wildebeest Red (Columbia Valley (WA))
83248f60bff30658,92,"This winery expertly differentiates its single-vineyard bottlings, here exploring the warmer, riper side of the grape, but with style and grace. Aromas of vanilla, sea-salt caramel, macadamia nut and hazelnut lead into a palate where lightly buttered yellow apples meet with jasmine tea, honeysuckle and a light touch of marzipan.",US,40,Chardonnay,Bernardus,Bernardus 2014 Sierra Mar Vineyard Chardonnay (Santa Lucia Highlands)
e8588911529acb03,92,"Shy and reserved, this cool-climate wine opens coyly with a burst of spearmint on the nose, evolving into layers of flavor steeped in rhubarb, black cherry and tea. Soft and lilting, the wine's finish conjures thoughts of strawberry cream.",US,50,Pinot Noir,Flowers,Flowers 2013 Pinot Noir (Sonoma Coast)
377946b521e2da10,89,"All the parts of this juvenile wine have not begun to come together. You have ripe, jammy blackberry, cassis and blueberry flavors, firm tannins, evident new oak, and crisp acidity. All they need is time to marry. The wine is 100% Cabernet, and the grapes used to be vineyard-designated by Beringer. Cellar until at least late 2008, and the wine should improve for many years.",US,58,Cabernet Sauvignon,Corley,Corley 2004 State Lane Vineyard Cabernet Sauvignon (Yountville)
39e0bbc74f442979,92,"Pure blackberry and cherry flavors shine in this pristinely fruity yet nuanced red. Unoaked, unfiltered and unrefined, it's a fascinating glimpse into Finger Lakes Cabernet Franc without makeup or adjustment. Crisp, cranberry acidity is sharp and penetrating on the midpalate, accentuating a long finish marked by subtle tones of green herb and tobacco leaf.",US,25,Cabernet Franc,Shaw,Shaw 2014 Unoaked Reserve Cabernet Franc (Finger Lakes)
1ec8928f63b36844,91,"Vibrant diesel, orange rind, white flower and dried apricot aromas lead to dry stone fruit flavors in this wine. It shows a pleasant balance and persists through the finish.",US,24,Riesling,Pacific Rim,Pacific Rim 2015 Solstice Vineyard Riesling (Yakima Valley)
fb1e93c8d8ad1cf4,91,"This medium-bodied red includes 8% Merlot, 3% Petit Verdot and 3% Malbec. Toasted oak scents lead the nose, followed by generous cherry, cranberry and cassis notes on the palate, supported by soft acidity.",US,42,Cabernet Sauvignon,Whitehall Lane,Whitehall Lane 2013 Cabernet Sauvignon (Napa Valley)
74561cb5a941e32a,94,"Juicy blackberry and blackcurrant mix with cocoa, cola and peppercorns on the nose of this densely layered wine. Flavors are deep and dark with tar, pencil shavings, dried blueberry, street asphalt and a strong umami character, still tightly wound at five years old. Let it breathe, or wait another couple years for optimal drinking.",US,75,Cabernet Sauvignon,Hunt Cellars,Hunt Cellars 2010 Cabovation Destiny Vineyards Mt. Christo Block Reserve Cabernet Sauvignon (Paso Robles)
1723a2ca1d08a2be,92,"Dusty pollen notes lend complexity to this gorgeously floral, fruity nectar made from naturally frozen grapes. Brimming with luscious stone fruit flavors yet marked by a cool strike of lemon-lime acidity, it's impeccably balanced. The finish is long and silken.",US,30,Riesling,Castel Grisch,Castel Grisch 2013 Ice Riesling (Finger Lakes)
3f5f27f98960c764,91,"A yeasty baked bread note leads this wine's nose before smoky oak and lushly layered blue and black fruit take over. With spice- and leather-laced flavors, it offers a wealth of brawny structure and lip-smacking succulence, finishing soft.",US,44,Zinfandel,Beltane Ranch,Beltane Ranch 2014 Heins Block Estate Grown Zinfandel (Sonoma Valley)
c72f7b8f1d36afa8,87,"Juicy and fresh, this deeply colored wine offers lots of grapey, berry-like aromas and equally fruity and vivid flavors. It has a touch of sweetness and a soothing, smooth texture. The name refers to the winery's pledge to give 100% of profits to charity.",US,18,Red Blend,100 Percent Wine,100 Percent Wine 2012 All Profits to Charity Red (California)
d6ecf4b816a0ab1b,91,"Quite ripe but a bit chewy on the palate. Pretty cherry, strawberry, tea, spice and herb flavors are at the core. Tannins are slightly robust, but still ripe. The wine finishes long, clean and elegant.",US,32,Pinot Noir,Williams Selyem,Williams Selyem 2000 Vista Verde Vineyard Pinot Noir (San Benito County)
4fa039923b217c9b,91,"This blend of 43% Merlot, 27% Petit Verdot, 22% Cabernet Franc and 8% Malbec continues King Family's spate of solid releases. The aromas are rich but restrained, showing layers of curry powder and dried basil, with notes of spiced blueberry compote and blackberry. The full-bodied palate kicks into overdrive, with intense flavors of black fruit and dried rose that fill in the soft core, but the tannic framework keeps them from seeming effusive.",US,28,Red Blend,King Family,King Family 2010 Meritage Unfiltered Merlot-Petit Verdot-Cabernet Franc-Malbec Red (Monticello)
d0559f3270d0394c,85,"A big burst of vanilla highlights the scents and flavors of this Rh么ne-inspired blend of Mourv猫dre, Grenache, Cinsault and Syrah. Unfortunately, all that vanilla obscures the fruit and blankets any subtleties. Residual flavors of stem and slightly green tannins fill in the finish.",US,23,Rh么ne-style Red Blend,Cadaretta,Cadaretta 2010 Heartwood Red (Columbia Valley (WA))
02cafede9ec7f864,92,"This is the winery's third vintage, and they continue to make elegant, supple and snappy wines. This is the ripest to date, and has a healthy 14.7% alcohol level, but it retains many of the spice and herbal highlights that keep it interesting. The fruit brings on berries, plums and some of the brambly character of Zinfandel; the barrels add clove and nutskins. Cola and sassafras wrap into the sharp finish.",US,35,Pinot Noir,Coelho,Coelho 2006 Paci锚ncia Pinot Noir (Willamette Valley)
816f382fa9306968,92,"Mourv猫dre is a very difficult variety to get right, but Venteux's 2010 is right up there with the state's best. It's dry and medium bodied, with complex cherry, mocha, licorice and bacon flavors, wrapped into smooth tannins. Might even gain some traction with 2鈥? years in the cellar.",US,32,Mourv猫dre,Venteux,Venteux 2010 Mourv猫dre (Paso Robles)
5710394f496ac87a,94,"As with previous vintages, this rare wine spent 38 months in barrel. Smooth and supple, it's a lush expression of purple and black fruits, generously endowed with darker flavors of smoke, tar, soy and licorice. There is a compelling, yet subtle, umami character overriding all else. It's drinking quite beautifully now, but could age considerably longer.",US,100,Syrah,K Vintners,K Vintners 2009 The Hustler Syrah (Walla Walla Valley (WA))
9d1ee41393fcb8c5,94,"A brilliant example of how this grape can be done with deft decadence, this bottling reveals aromas of black cherry, crushed clove, nutmeg, smashed slate and tons of forest-floor components, including juniper. Black plum, mace and dark cinnamon converge on the deliciously rich palate that is bolstered by bursting acidity and big structure. But this wine may be too massive for aging, so drink up.",US,68,Pinot Noir,Mooney Family,Mooney Family 2014 Boekenoogen Vineyard Pinot Noir (Santa Lucia Highlands)
00e64e0f3249fe4b,92,"Sanguine, this Merlot-dominant blend is juicy with well-toned structure and length. Smaller percentages of Syrah and Malbec provide succulence and softness, while also offering a density of black cherry and berry, finished in dark chocolate.",US,35,Red Blend,Rutherford Hill,Rutherford Hill 2012 Barrel Select Red (Napa Valley)
74382856e68173e8,85,"Simple and jammy in raspberries and cherries, but the acidity is fine and the tannins are just right. It's an easy Merlot to drink now.",US,20,Merlot,Rancho Sisquoc,Rancho Sisquoc 2010 Flood Family Vineyards Merlot (Santa Barbara County)
94e6a3d79b840f98,92,"The nose on this bottling from the pioneering regional winery, now run by its namesake's son, is lush and dynamic, with black cherry, cola and vanilla-laced pie crust on the nose. Finely polished tannins carry very smooth flavors of blackberry, soy-driven umami, crushed graphite, light cedar and a pinch of herbs.",US,45,Cabernet Sauvignon,Kathryn Kennedy,Kathryn Kennedy 2014 Small Lot Cabernet Sauvignon (Santa Cruz Mountains)
4f37c38bfdbfceaa,92,"Surprisingly shy in aromas at first, this eventually releases pleasing elements of mace, nutmeg, star anise and red cherry. The palate is softly lush and earthy, with black rocks, heavy black plum, hoisin sauce, boysenberry and a cola character. With quite strong structure, this will smooth and grow more delicious with time. Drink 2018鈥?028.",US,64,Pinot Noir,Foxen,Foxen 2013 Melville Vineyard Pinot Noir (Sta. Rita Hills)
4bc62347c8631d20,89,"A whiff of volatility brightens up the aromas of this ripe Merlot. The structure is tight and compact, and the acidity is substantial. Clean fruit flavors of red and black berries can be found, but this is a year in which all of the Fielding Hills wines would benefit from a bit more bottle age to knit together.",US,36,Merlot,Fielding Hills,Fielding Hills 2009 RiverBend Vineyard Merlot (Wahluke Slope)
e65ba9dd5aadd811,87,"While the nose is a delicate bouquet of cherry blossoms and raspberries, the palate of this pomegranate-toned wine is kicky and bright. Despite its extended bottle age, it's surprisingly primary still, bristling with tart sour-cherry flavor.",US,22,Merlot,Lieb,Lieb 2008 Merlot (North Fork of Long Island)
a0f0988bbc785f0b,91,"A bit more lacy and less fleshy than the previous vintage, it augments its strawberry and raspberry fruit with barrel notes of baking spices and a hint of char. Give it plenty of breathing time and it pulls together nicely.",US,38,Pinot Noir,Hyland,Hyland 2013 Estate Pinot Noir (McMinnville)
d4f92794b69e97d3,87,"This is aromatically shy, with soft notes of tropical fruit and yellow stone fruit. The acidity adds interest to this crescendo-building wine: It's easy on entrance but gradually picks up energy as it moves across the palate.",US,24,Viognier,Breaux,Breaux 2012 Viognier (Virginia)
