Unnamed: 0,country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery,gpt_point,predicted_score
32070,US,"A great value from Wente, this is a layered, bright and intensely lemon-tinged Chardonnay, worth stocking up for simple dinners and get togethers where you know a lot of people will want to drink white.",Morning Fog,88,15,California,Livermore Valley,Central Coast,Virginie Boone,@vboone,Wente 2011 Morning Fog Chardonnay (Livermore Valley),Chardonnay,Wente,92,87
15787,US,"Raspberry and cinnamon spice hit the nose first followed by crushed cloves on this supremely balanced wine by Gavin Chanin from a vineyard that's northwest of the Sta. Rita Hills. Dried cranberry fruit leads the palate, but it's mostly powered by a potpourri of brown spices, from peppercorns to nutmeg. It's a study of restrained ripeness that's fresh and tasty.",Duvarita Vineyard,94,50,California,Santa Barbara County,Central Coast,Matt Kettmann,@mattkettmann,Chanin 2013 Duvarita Vineyard Pinot Noir (Santa Barbara County),Pinot Noir,Chanin,93,92
20555,US,"This appeals to fans of ripe fruit and oak offering rich, creamy flamboyance. Waves of pineapple and orange jam wash over the palate, liberally accented with the buttered toast notes. Drink up.",Sierra Mar Vineyard,91,40,California,Santa Lucia Highlands,Central Coast,,,Roar 2011 Sierra Mar Vineyard Chardonnay (Santa Lucia Highlands),Chardonnay,Roar,92,90
83912,US,"Soft and slightly sweet, this wine tastes like raspberry and cherry syrup with a dash of melted milk chocolate. It's also hot, with 15.7% of alcohol. Zinfandel, Mourv猫dre and Grenache.",Controlled Chaos,83,33,California,Paso Robles,Central Coast,,,Thacher 2007 Controlled Chaos Red (Paso Robles),Red Blend,Thacher,87,85
70112,US,"Tight and fresh aromas of Asian pear, honeysuckle and key lime pie converge on this sparkler from a new estate in Temecula. The palate shows sliced apples, yellow pears, ripe nectarine, rounder white peach and even creamy cherimoya flavors. Though the region is known more for almond-flavored sparklers, they seem to do regular bubbles well.",Blanc de Blanc,89,32,California,South Coast,South Coast,Matt Kettmann,@mattkettmann,Carter Estate 2012 Blanc de Blanc Chardonnay (South Coast),Chardonnay,Carter Estate,91,89
118212,US,"An abundance of leather and smoke mark this blend of Malbec, Merlot and Syrah. That makes for a big red that's chewy in tannins at first, but settles into a smooth, supple texture as it finishes, a taste of brick and blueberry at its core.",Richard Dinner Vineyards,88,38,California,Sonoma Mountain,Sonoma,Virginie Boone,@vboone,Rocky Hill 2010 Richard Dinner Vineyards Red (Sonoma Mountain),Red Blend,Rocky Hill,88,89
88209,US,"Tart and tight, this young wine is still pulling itself together. The tart raspberry fruit turns quite sour, with a streak of Band-aid, then an unintegrated wash of caramel.",,85,25,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,Locati Cellars 2008 Barbera (Columbia Valley (WA)),Barbera,Locati Cellars,82,82
29397,US,"The fruit is sourced from multiple vineyards across the appellation, including Eastside Estate, a vineyard formerly known as 3 Starrs recently purchased by the producer. Aromas of exotic plumeria provide an inviting entry, followed by a subtle, yet lightly rich expression of yellow apple and ample minerality. Everything combines for a balanced wine that's not overly heavy or overripe.",Unoaked,93,39,California,Russian River Valley,Sonoma,Virginie Boone,@vboone,Williams Selyem 2013 Unoaked Chardonnay (Russian River Valley),Chardonnay,Williams Selyem,92,88
51649,US,"Smoky bacon and a bittersweet element of black tea make for an exotically spicy, complex and full-bodied wine from the mighty vineyard site overlooking the Petaluma Gap. Black cherry, pomegranate and cardamom are wrapped in a swaddling of toasted oak, while the mouthfeel is dense and concentrated.",Gap's Crown Vineyard,93,60,California,Sonoma Coast,Sonoma,Virginie Boone,@vboone,Black Kite 2014 Gap's Crown Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Black Kite,93,93
116590,US,"A fresh green-apple aroma and vivid citrus and crisp apple flavors are supported by vibrant acidity in this medium-bodied wine. The texture is smooth but crisp, making lots of good food pairings come to mind, from pre-meal cheese, to salads, seafood and veggie pastas.",,90,15,California,Mendocino County,,Jim Gordon,@gordone_cellars,Graziano 2012 Chenin Blanc (Mendocino County),Chenin Blanc,Graziano,90,90
26446,US,"This is a powdery, pillowy and richly lush wine that flirts with voluptuous tendencies of soft, juicy red fruit, yet offers pretty floral elements and complex seasonings of cinnamon and nutmeg on the nose. At the same time, the underlying grip provides structure and depth. Decant or hold through 2022.",,94,110,California,St. Helena,Napa,Virginie Boone,@vboone,Anomaly 2012 Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Anomaly,93,92
74553,US,"From this very high mountain vineyard in the Sierra Foothills comes this fine, although tannic, 100% Syrah. It certainly has Northern Rh么ne aspirations, in the peppery, leathery complexities that accompany the blackberry, currant and cedar flavors. Those aforementioned tannins are big-time, but a slice of grilled beef will tame them.",,91,40,California,Fair Play,Sierra Foothills,,,Sierra Moon 2005 Syrah (Fair Play),Syrah,Sierra Moon,87,90
88387,US,"In the glass there is a sense of depth that goes beyond anything previously apparent; the mixed aromas of flower, berry and chocolate-covered rock lead into a wine of presence and power, its pretty, spicy berry and cherry flavors tightly wound and wrapped in seductive but lightly applied layers of chocolate and caramel.",Seven Hills Vineyard Estate,91,37,Washington,Walla Walla Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,L'Ecole No. 41 2006 Seven Hills Vineyard Estate Merlot (Walla Walla Valley (WA)),Merlot,L'Ecole No. 41,95,92
57243,US,Luscious watermelon and berry aromas perfume this buoyantly fruity dry ros茅. It's robust in body and amped with concentrated red-cherry flavor but maintains deft balance. Lingering raspberry notes finish brisk and bright.,Dry,90,18,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Damiani 2015 Dry Ros茅 (Finger Lakes),Ros茅,Damiani,92,91
73671,US,"This winery produces a slew of Pinot Noirs each year, and this specific clonal study shows clove and cardamom on the somewhat subdued nose. The flavors are more forward, dominated by black tea and cherry, with a touch of tannin.",Pommard Clone,89,55,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2012 Pommard Clone Pinot Noir (Sta. Rita Hills),Pinot Noir,Fess Parker,88,87
30148,US,"This has citrus, apricot and honey flavors brightened with crisp acidity. It turns a little sweet on the finish, but it's a lovely wine that should be versatile with a huge range of food.",Vintner's Reserve Summation,87,15,California,California,California Other,,,Kendall-Jackson 2010 Vintner's Reserve Summation White (California),White Blend,Kendall-Jackson,92,89
104819,US,"Serious white wine. Dense and full-bodied, it's incredibly lush in tropical fruit and apricot flavors. Entirely dry, it shows a honey-sweet layer that's crisp and well-balanced.",Ramal Vineyard,92,32,California,Carneros,Napa-Sonoma,,,Buena Vista 2006 Ramal Vineyard Chardonnay (Carneros),Chardonnay,Buena Vista,93,92
6151,US,"Among Erath's dizzying array of single vineyard and other designated Pinot Noirs, it is almost impossible to single out the real players. This is a very appealing bottle, loaded with cherry fruit and lots of chocolaty oak. Forward, smooth and ready to go.",Hyland,89,45,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine聽,Erath 2006 Hyland Pinot Noir (Willamette Valley),Pinot Noir,Erath,92,88
42735,US,"The aromas pop on this blend of Alder Ridge Roussanne (57%) and Antoine Creek Viognier, with perfumed notes of flowers, pear and peach, along with light herb and spice grace notes. Palate coating, it brings a sense of gravitas and delight. It's fruitful and flavorful, offering richness while retaining its deftness, with a sense of texture that is knee buckling.",Prelude,92,28,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Waters 2015 Prelude White (Washington),White Blend,Waters,94,92
26448,US,"This calmly seductive wine has a deep, dark color, absolutely gorgeous fruit, wood smoke and baking spice aromas and a gentle texture that lets all the berry, black-cherry and pomegranate flavors soak into the taste buds. While quite full-bodied, it's easy on the tongue but does have an extra fine-grained wrapping of tannin to keep it firm. Best from 2020 through 2030.",Blueline Estate,94,125,California,Napa Valley,Napa,Jim Gordon,@gordone_cellars,Hourglass 2013 Blueline Estate Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Hourglass,93,92
112105,US,Aromas and flavors of black cherries and pomegranate juice fill this medium-bodied and sturdy-textured wine. A generous helping of tannin gives it a firm mouthfeel and more than stands up to the generous fruit flavors. Drink now through 2020.,Small Lot Blend,86,14,California,North Coast,North Coast,Jim Gordon,@gordone_cellars,Parducci 2012 Small Lot Blend Cabernet Sauvignon (North Coast),Cabernet Sauvignon,Parducci,88,88
27049,US,"Velvety and plush on the palate, this classic Cabernet offers firm, youthful tannins and full-bodied concentration of dense black fruit. Cedar, dried herb and tobacco scents frame its core, broadcasting a burning intensity and sanguine chewiness. Cellar and enjoy best 2023鈥?033.",Georges de Latour Private Reserve,94,145,California,Rutherford,Napa,Virginie Boone,@vboone,Beaulieu Vineyard 2013 Georges de Latour Private Reserve Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Beaulieu Vineyard,94,92
104367,US,"In French, the vineyard name means 鈥渢he meadow on the mountain,鈥?a fitting name for the site. This is a spicy wine, with a touch of red-hot candy. The pretty cherry fruit is underscored with earth and mineral, and the astringent, tea-flavored tannins morph into a suggestion of cola at the tail end.",Le Pr茅 du Col Vineyard,92,68,Oregon,Ribbon Ridge,Willamette Valley,Paul Gregutt,@paulgwine聽,Bergstr枚m 2014 Le Pr茅 du Col Vineyard Pinot Noir (Ribbon Ridge),Pinot Noir,Bergstr枚m,88,87
94330,US,"Using grapes sourced primarily from Lodi, this Merlot is oaky and smoky, expressing an aroma of cooked black olive. It also features a subtle and toasty berry cobbler flavor, and the finish is all cedar and caramel.",,85,15,California,California,California Other,Virginie Boone,@vboone,Spellbound 2010 Merlot (California),Merlot,Spellbound,87,86
115552,US,"This popular mutt red is supple and smooth. What began as 鈥渁n accident鈥?in 2001 has become a complete blend, with structure and nuance and a mix of fruit, black olive, herb and earth.",Calico,88,19,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,Bergevin Lane 2006 Calico Red (Columbia Valley (WA)),Red Blend,Bergevin Lane,89,90
101860,US,"Made with 15% Cabernet Franc, which adds a welcome cherry tart richness to the earthy blackberries and herbs, this Merlot is priced well for an elegant restaurant wine. It's dry and crisp and smooth, and so easy to drink with a fine steak.",,89,19,California,Santa Ynez Valley,Central Coast,,,Gainey 2007 Merlot (Santa Ynez Valley),Merlot,Gainey,92,88
64755,US,"A very nice Cabernet that's superdrinkable because of its soft, appealing fruit, but also has plenty of complexity. Cherries, blackberries, blueberries and dark chocolate are enriched with spicy oak notes, leading to a long, balanced finish.",,89,26,California,Sonoma Valley,Sonoma,,,Schug 2005 Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Schug,92,93
104722,US,"There are enticing hints of berries and cream on the bouquet. On the palate, a floral note mingles with apple, lemon and just a dash of vanilla spice. This is full bodied and substantial in structure.",Reserve,86,15,North Carolina,North Carolina,,Anna Lee C. Iijima,,Biltmore Estate 2010 Reserve Chardonnay (North Carolina),Chardonnay,Biltmore Estate,92,91
124489,US,"Here's a fine expression of this grape, which has become the signature white wine for the Willamette Valley. This marries New World ripeness to Euro styling. Plump apple and pear fruit carries highlights of bee pollen and honey, with excellent grip and length.",,90,20,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine聽,Jolet茅 2015 Pinot Gris (Willamette Valley),Pinot Gris,Jolet茅,92,92
4761,US,"Blackberry, black currant, cassis, blueberry, dark chocolate and oak flavors mark this dry, tannic Cabernet. It shows real Oakville character, at a good price. Gets better and better as it breathes in the glass. Drink now鈥?015.",Lot 418,90,25,California,Oakville,Napa,,,Cameron Hughes 2011 Lot 418 Cabernet Sauvignon (Oakville),Cabernet Sauvignon,Cameron Hughes,92,90
79269,US,"Made from 20% of each major red Bordeaux variety, this wine is rich with cedar, resin and a ripe plum notes. Tart acidity offsets the fruitier aspects, dotted with black pepper and leather flavors.",Intreccio Library Selection,86,75,California,Napa Valley,Napa,Virginie Boone,@vboone,Soquel Vineyards 2014 Intreccio Library Selection Red (Napa Valley),Bordeaux-style Red Blend,Soquel Vineyards,88,90
81917,US,"Once again the Merlot is the best of a very fine flight of Tulpen wines. More muscular than the Cabernet, it includes 10% Malbec and 5% Petit Verdot in the mix, resulting in a dense, dark wine loaded with black fruits. Polished tannins are lightly layered in streaks of leaf, herb and earth. The alcohol tops 15%, but there is not a hint of heat in the finish.",,94,28,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,Tulpen 2007 Merlot (Columbia Valley (WA)),Merlot,Tulpen,92,94
94174,US,"True to its legacy, K-J's V.R. Chard is almost off-dry and soft in style, with pleasant mango, peach, orange and vanilla flavors. It's an easy-drinking wine to enjoy with everyday picnic or beach fare.",Vintner's Reserve,85,17,California,California,California Other,,,Kendall-Jackson 2012 Vintner's Reserve Chardonnay (California),Chardonnay,Kendall-Jackson,89,86
89847,US,"Delicate sea salt and caramel brittle aromas meld with lemon blossoms, honey on brie rind, sweet alkalinity and a subtle white peach ripeness on Rick Longoria's annual ode to his wife. The texturally intriguing palate is racy with acidity and chalky in minerality, showing lean flavors of lemon and lime peels and a touch of vanilla on the deep finish. Drink 2018鈥?025.",Cuvee Diana,92,45,California,Sta. Rita Hills,Central Coast,Matt Kettmann,@mattkettmann,Longoria 2013 Cuvee Diana Chardonnay (Sta. Rita Hills),Chardonnay,Longoria,92,92
65146,US,"This is a light, streamlined Syrah, boasting brown sugar, baking spice and bramble berry notes over a stream of red currant and white pepper.",,85,19,Virginia,Virginia,,Alexander Peartree,,Rosemont 2013 Syrah (Virginia),Syrah,Rosemont,87,87
96600,US,"Gamy flavors distinguish this wine, giving it a Rh么nish flair. There's a good, meaty mouthfeel, red berries and cherries, with lots of tang. The finish falls off quickly though, making for a fairly light impression overall.",,84,15,California,Dry Creek Valley,Sonoma,Paul Gregutt,@paulgwine聽,Foppiano 1998 Zinfandel (Dry Creek Valley),Zinfandel,Foppiano,87,85
48969,US,"Nicely dry, tart in acidity and clean, but flavor-wise, there's not much going on. The tastes are of minerals and alcohol, with a squirt of citrus juice.",Stainless Steel Fermented,83,23,California,Yountville,Napa,,,Dillon 2008 Stainless Steel Fermented Chardonnay (Yountville),Chardonnay,Dillon,82,84
127273,US,"The winery produces two old-vine Pinots from estate-grown fruit; this shows a touch more concentration and complexity. Black-cherry cola, smoke, earth, tobacco and even a faint whiff of the barnyard all mingle, leading the taster down an engaging flavor trail that winds gracefully into a lingering finish. Drink now through 2022.",Elkton Vineyard,92,28,Oregon,Elkton Oregon,Southern Oregon,Paul Gregutt,@paulgwine聽,River's Edge 2012 Elkton Vineyard Pinot Noir (Elkton Oregon),Pinot Noir,River's Edge,92,90
6051,US,"This organic bottling marks Cooper鈥檚 20th year, and it鈥檚 a tantalizing, high-strung, dusty wine, with a true Pinot nose full of raspberries and cinnamon. Plenty of verve on the palate, which emphasizes fruit and more fruit. The frame is sleek, but it capably carries the wine鈥檚 zip.",20th Anniversary,88,25,Oregon,Willamette Valley,Willamette Valley,Michael Schachner,@wineschach,Cooper Mountain 1998 20th Anniversary Pinot Noir (Willamette Valley),Pinot Noir,Cooper Mountain,93,92
59875,US,"Rich red cherry, rust, smoke and crushed gravel aromas show on the nose of this bottling from the historic vineyard. Smoked meat, lavender and rose petal notes play with cranberry, pomegranate and hibiscus flavors, creating a pleasant mix of delicate and savory elements.",Bien Nacido Vineyard,92,58,California,Santa Maria Valley,Central Coast,Matt Kettmann,@mattkettmann,Fess Parker 2015 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Fess Parker,92,87
19101,US,"This is a sharp, dry, peppery style, with strong suggestions of caraway and grain. Tightly wound fruit pokes at citrus and melon, and there is a touch of bitterness in the finish.",,87,23,Oregon,Southern Oregon,Southern Oregon,Paul Gregutt,@paulgwine聽,Season 2015 Sauvignon Blanc (Southern Oregon),Sauvignon Blanc,Season,85,84
50410,US,"Somewhat light in color, this wine suggests red and blue fruit along with herb and barrel accents. The concentration is light with a soft feel to the fruit flavors. Mouthwatering acids draw out the finish and keep the interest high.",Estate,88,30,Washington,Naches Heights,Columbia Valley,Sean P. Sullivan,@wawinereport,Wilridge 2012 Estate Zweigelt (Naches Heights),Zweigelt,Wilridge,87,87
102528,US,"This is rich, round, toasty and chocolaty, and it is instantly accessible and mouth filling. The forward fruit and barrel flavors coat the tongue with notes of cherries and chocolate. Drink soon, while the flavors remain fresh and balanced.",Reserve,88,43,Oregon,Oregon,Oregon Other,Paul Gregutt,@paulgwine聽,Merrill Cellars 2009 Reserve Pinot Noir (Oregon),Pinot Noir,Merrill Cellars,93,89
52314,US,"Dark and berrylicious, a Syrah with leather, cedar and mint undertones that's both dense and rustic. Its dark plum, boysenberry and blueberry flavors long and lingering on the finish.",,87,27,California,South Coast,,Virginie Boone,@vboone,Malibu Rocky Oaks 2009 Syrah,Syrah,Malibu Rocky Oaks,92,90
43141,US,"Some Pinots are light and simple. This one's light and wonderfully complex. It's so translucent, the minerals of the earth seem to be speaking through the fruit. Silky and delicate in the mouth, it conveys rich flavors of raspberries, cherries, cinnamon and smoky sandalwood. Drink over the next few years.",Black,93,55,California,Russian River Valley,Sonoma,,,Roadhouse Winery 2009 Black Pinot Noir (Russian River Valley),Pinot Noir,Roadhouse Winery,93,92
55587,US,"Pretty soft and delicate for a Petite Sirah, with the silkiness almost of Pinot Noir, except for the dark black color and firm, dry tannins. The blackberry, currant and leather have a touch of smoky cedar. Drink this pleasant wine with Mexican food, spare ribs, lasagna.",,88,25,California,Shenandoah Valley (CA),Sierra Foothills,,,C.G. di Arie 2007 Petite Sirah (Shenandoah Valley (CA)),Petite Sirah,C.G. di Arie,88,87
80515,US,"Blackberry and bramble tones are laced with cinnamon and vanilla on this perfumed blend of Cabernet Franc and Merlot. It's ripe in fruit flavor, but sprightly in body and acidity, giving it a lean refreshing demeanor. Fine tannins and warming vanilla and spice notes linger through a long finish.",Proprietor Red,89,23,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Barnstormer 2015 Proprietor Red Cabernet Franc-Merlot (Finger Lakes),Cabernet Franc-Merlot,Barnstormer,92,90
31978,US,"Dark golden-yellow in color, this offers tart apple and honey flavors and is light on the palate, not overdone in oak. It will pair well with seafood or bacon and eggs.",Big Bend,89,24,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,R2 2011 Big Bend Chardonnay (Carneros),Chardonnay,R2,87,87
532,US,"Scott Shull (Raptor Ridge) consults here. This brings a blend of clones from the estate vineyard, with ample new wood still showing through. Black fruits and a vein of coffee are also in the mix, with a balanced, somewhat muscular mouthfeel. This has the strength to stand up to a lightly blackened grilled seafood filet.",Diversit茅,91,50,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine聽,Le Cadeau 2015 Diversit茅 Pinot Noir (Willamette Valley),Pinot Noir,Le Cadeau,92,92
10096,US,"Cabernet specialist Venge tinkers with white blends under the Spettro designation, with inconsistent results. This 2010 is mainly Sauvignon Blanc and Chardonnay, with a splash of Chenin Blanc. It's a good, sound white wine, dry and crisp in acidity, with mineral-infused pear, citrus fruit and apricot flavors. No oak is evident.",Spettro,88,26,California,Napa Valley,Napa,,,Venge 2010 Spettro White (Napa Valley),White Blend,Venge,88,86
80722,US,"This best barrel selection is deep, dark and delicious, with classic Napa blackberry, currant and cassis flavors. The tannins are thick. There's a fleshy, meaty mouthfeel, and the finish is dry and complex. Really impressive, but way too young. Give it until 2017, and it should provide great drinking well beyond that date.",Charles Towne Reverence Vineyard,93,80,California,Napa Valley,Napa,,,Calicaro 2009 Charles Towne Reverence Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Calicaro,94,93
126775,US,"Originally made between the 1930s and early 1960s, Cask was given new life by Francis Ford Coppola in the mid-1990s. This vintage is on the money in terms of style, going for a timeless, elegantly lean wine with dense tannins and plenty of vibrancy. Cranberry, black tea and a tease of green olive mark the entry, before denser elements of coffee and tobacco feature on the finish. Cellar through 2021.",Cask,90,75,California,Napa Valley,Napa,Virginie Boone,@vboone,Inglenook 2011 Cask Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Inglenook,92,90
124011,US,"Aromas of dried cherry, vanilla, Red Vines, woodspice and cocoa show some volatility. The pit fruit and cinnamon flavors pack a punch, backed by firm, gritty tannins.",No. 11 Klipsun Vineyard,87,35,Washington,Red Mountain,Columbia Valley,Sean P. Sullivan,@wawinereport,Ded.Reckoning 2008 No. 11 Klipsun Vineyard Cabernet Sauvignon (Red Mountain),Cabernet Sauvignon,Ded.Reckoning,87,83
127178,US,"Harsh in the mouth, with sharp acidity and uneven tannins, this has a candied-berry flavor.",Estate,82,15,California,Central Coast,Central Coast,,,Clos La Chance 2010 Estate Zinfandel (Central Coast),Zinfandel,Clos La Chance,82,82
103829,US,"A sweet (40 g/L residual sugar), easy drinker with notes of spice, rose petal and lime leaf that needs more acid to pull them all together.",Sweet,83,9,Washington,Washington,Washington Other,Sean P. Sullivan,@wawinereport,Paradise Peak 2012 Sweet Gew眉rztraminer (Washington),Gew眉rztraminer,Paradise Peak,85,83
106009,US,"Light strawberry, raspberry and Bing cherry fruit, medium weight, straight-ahead, nicely ripened. The tannins are soft and the balance works just fine.",Lawrence Vineyards,87,32,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,G氓rd 2006 Lawrence Vineyards Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,G氓rd,90,87
31367,US,"Fermented in neutral Burgundian oak, this is crisp and stylish, and brings in tart Asian pear, jicama and white peach. Flavors are clean and razor sharp. No alterations, additions, or finings are employed鈥攖his is as noninterventionist as it gets.",Conner Lee Vineyard,92,35,Washington,Columbia Valley (WA),Columbia Valley,Paul Gregutt,@paulgwine聽,Buty 2009 Conner Lee Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,Buty,94,92
11824,US,"Aromatically appealing, this suggests black raspberries, tart cherries and herbs, with light citrus and barrel accents. It's tart and quite restrained for the variety with plumy fruit flavors and a slightly chalky feel to the tannins that may resolve with some additional time in the bottle.",Stone Tree Vineyard,88,25,Washington,Wahluke Slope,Columbia Valley,Sean P. Sullivan,@wawinereport,Wind Rose 2012 Stone Tree Vineyard Primitivo (Wahluke Slope),Primitivo,Wind Rose,89,88
87470,US,"At nearly six years of age, this Zin is fully ready to drink. It's dropped its hard tannins and is now soft and supple, offering rich flavors of blackberries, cherries, cola, figs, cedar and pepper. Purists will find it overly sweet.",Estate,85,26,California,Howell Mountain,Napa,,,Summit Lake 2003 Estate Zinfandel (Howell Mountain),Zinfandel,Summit Lake,92,88
90460,US,"From an extremely coastal 13-acre vineyard in Bonny Doon that was replanted in 2005, this wine shows black-cherry jelly candies on the nose alongside wild mint, white sage and black olive. The palate is more asphalt and tar-laden, but with blueberry, violet and uncrushed peppercorn flavors that make it quite tasty.",Beauregard Ranch,90,35,California,Ben Lomond Mountain,Central Coast,Matt Kettmann,@mattkettmann,Beauregard 2012 Beauregard Ranch Zinfandel (Ben Lomond Mountain),Zinfandel,Beauregard,90,89
112878,US,"This lacks Pinot's velvety richness, substituting instead an irregular mouthfeel due in part to unripe, green tannins. Makes up for it with a wealth of raspberry and cherry jam flavors and a sweet oak note. Drink now.",Robert's Vineyard,86,45,California,Carneros,Napa-Sonoma,,,Sebastiani 2010 Robert's Vineyard Pinot Noir (Carneros),Pinot Noir,Sebastiani,85,86
106299,US,"Crisp and palate-cleansing, this southern Oregon Pinot Gris shows a nice mix of green berries, tree fruit and even some unripe banana. Good concentration and length, with a finish that invites the next sip immediately.",,87,16,Oregon,Rogue Valley,Southern Oregon,Paul Gregutt,@paulgwine聽,Del Rio 2009 Pinot Gris (Rogue Valley),Pinot Gris,Del Rio,92,88
19509,US,"Ruddy slightly overripe black cherry and berry flavors are juxtaposed with tart green notes in this fruity but rustic Cabernet Sauvignon. Soft, sunny acidity lends a plush, juicy mouthfeel and a brisk finish.",,84,20,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Rooster Hill 2014 Cabernet Sauvignon (Finger Lakes),Cabernet Sauvignon,Rooster Hill,88,85
65502,US,"Sourced from all three estate vineyards, this offers the same fine structure and impeccable balance as the individual cuv茅es. Berry fruit flavors are firmly perched on a frame of iron, with polished tannins and a streak of fresh ground coffee running through the finish.",Trisae,91,36,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine聽,Trisaetum 2012 Trisae Pinot Noir (Willamette Valley),Pinot Noir,Trisaetum,93,92
44449,US,"If you've ever had a Momtazi wine, you know that there is a strong earthy aspect to the flavors that sets the vineyard apart from most others. In the scents and tastes here you'll find composted earth, chalk, dried leaves and black tea ahead of black cherry fruit, but those funk-soaked flavors add up to a complex and intriguing wine.",Momtazi Vineyard,90,40,Oregon,Willamette Valley,Willamette Valley,Paul Gregutt,@paulgwine聽,Portlandia 2014 Momtazi Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Portlandia,90,89
27317,US,"With classic raspberry, cherry and sandalwood flavors, wrapped into a delicately crisp mouthfeel, this is a classic Russian River Pinot for drinking now. Everything about it suggests beef, whether it's in a taco or a full-fledged steak.",,89,28,California,Russian River Valley,Sonoma,,,MacMurray Ranch 2012 Pinot Noir (Russian River Valley),Pinot Noir,MacMurray Ranch,93,92
35690,US,"Fleshy and unctuous in flavor yet tautly structured, this neatly balanced Merlot offers loads of bright cherry and raspberry flavors layered into wisps of toast, spice and cedar. Its brisk puckery style makes it an ideal dinner wine. Fine-grained but persistent tannins on the finish suggest ageability well into the 2020s.",Grand Vin,90,40,New York,North Fork of Long Island,Long Island,Anna Lee C. Iijima,,Waters Crest 2013 Grand Vin Merlot (North Fork of Long Island),Merlot,Waters Crest,92,92
38584,US,"Elegant rather than powerful, this Chard has tropical fruit, apricot and oak flavors wrapped into a creamy texture. It turns sweet and spicy, like vanilla custard, on the finish.",Bien Nacido Vineyard Unbridled,87,24,California,Santa Maria Valley,Central Coast,,,Wild Horse 2007 Bien Nacido Vineyard Unbridled Chardonnay (Santa Maria Valley),Chardonnay,Wild Horse,92,91
24342,US,"Partial barrel fermentation in three different types of barrel give some nice leesy, creamy flavors. The modest fruit flavors run to melon and light citrus. It's elegant and nicely balanced, with a fresh, easy finish.",,86,12,Oregon,Umpqua Valley,Southern Oregon,Paul Gregutt,@paulgwine聽,Girardet 2000 Chardonnay (Umpqua Valley),Chardonnay,Girardet,90,87
58733,US,"Deep gold in color, this vineyard designate is oaky, with gingerbread, caramel and canned pineapple flavors. It's full, unctuous and creamy on the palate.",Sangiacomo Vineyard,86,30,California,Carneros,Napa-Sonoma,Virginie Boone,@vboone,Gregory Graham 2014 Sangiacomo Vineyard Chardonnay (Carneros),Chardonnay,Gregory Graham,91,92
83123,US,"This is indicated as a reserve-level selection, but at the moment remains unfocused, and even a bit dilute. Tart fruits and tight tannins never quite fit together. The drying finish carries a hint of wet cement. Give this at least another year or two of bottle age.",Inchinnan,89,60,Oregon,Chehalem Mountains,Willamette Valley,Paul Gregutt,@paulgwine聽,Carabella 2014 Inchinnan Pinot Noir (Chehalem Mountains),Pinot Noir,Carabella,82,84
11126,US,"This wine kicks off with awesome aromatics of jasmine flowers, white beach, green tea and Rainier cherry. The palate is clean and crisp with ripe honeydew melon, Gala apple and Anjou pear flavors that are pleasant but simple.",,87,16,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Castoro Cellars 2015 Sauvignon Blanc (Paso Robles),Sauvignon Blanc,Castoro Cellars,92,87
25524,US,"Supple at the core, this wine is framed by a medium amount of chewy tannins that give traction to the high-toned flavors of tobacco, vanilla and earthy spices.",,86,60,Virginia,Virginia,,,,Jefferson Vineyards 2010 Meritage (Virginia),Meritage,Jefferson Vineyards,88,89
